headword,pos,level,sentence,source_grammar_lesson_id
rite,noun,B2,He won't be allowed to participate in the ancient rite until he's proven his worth.,142
characterization/characterisation,noun,C1,"The nuanced characterization of the protagonist in the novel was praised by many readers, a stark contrast to the simplistic characterizations found in earlier works.",24
driver,noun,A1,Who is the driver?,63
virtue,noun,B2,Does honesty have any virtue in a society that values ambition above all else?,172
textbook,noun,A2,I won't use that expensive textbook for the exam.,79
misplace,verb,C1,I've mislaid my keys again; they must have been misplaced during my morning rush.,154
humbug,noun,B2,The whole affair was nothing but humbug.,157
cardboard,noun,B2,We don't have to use cardboard for the packaging.,140
pencil,noun,A1,one pencil - two pencils,27
rainfall,noun,B1,The sudden rainfall soaked our picnic blanket.,117
release,noun,A2,"When the movie has its release, we will go to the cinema.",103
title,noun,A2,"If you win the competition, you will get a special title.",102
abundantly,adverb,C2,He will be able to support his family abundantly in the future.,141
sum,noun,A1,a sum of money,42
eighty,number,A1,Is there a group of eighty people?,38
representative,noun,B1,Our team representative spoke to the manager.,117
generalize/generalise,verb,B2,We shouldn't generalize about all students' abilities based on a few examples.,157
detestable,adjective,C1,One detestable habit can quickly lead to another detestable habit.,25
subject,noun,A1,a box of subject,42
feel,noun,A2,Will I feel happy after this?,80
phone,noun,A1,Don't use the phone.,44
valentine,noun,B2,I've never received a proper valentine.,161
armful,noun,B2,I got an armful of flowers delivered for my mother.,181
fanatic,noun,C1,He isn't acting like a fanatic about the new policy at the moment.,73
psychiatric,adjective,C1,They are undergoing psychiatric evaluation.,67
fine,noun,B1,Did you pay the fine for being late?,133
fax,noun,B1,Did you send the fax yesterday?,133
poverty,noun,B1,The government tackled poverty in the region.,127
honorable/honourable,adjective,B2,The award can be given to any honorable member of the community.,147
download,noun,B2,The latest software download was completed without any issues.,145
undemonstrative,adjective,C2,"Her approval, though undemonstrative, was clearly felt.",156
move,verb,A2,We must move to a new house.,90
unauthorized/unauthorised,adjective,B2,The company prevents employees from accessing unauthorized files.,169
success,noun,A2,Must we try our best for success?,92
gruesomely,adverb,C1,What may be found gruesomely depicted in the exhibit?,99
passion,noun,B1,That wasn't her true passion.,134
background,noun,A2,"You can see the mountains in the background, can't you?",89
conservation,noun,B1,We need to carry out conservation of water during the dry season.,180
value,verb,B2,We truly valued their honest feedback.,150
out-of-date,adjective,B1,I threw out the old newspaper because its information was out-of-date.,128
quite,adverb,A2,This coffee is quite good.,112
intuition,noun,C1,Will my intuition guide me correctly about what to do next?,80
Shakespearean,adjective,B2,The play was considered rather Shakespearean in its dramatic intensity.,145
past,preposition,A1,What colour is the car past the tree?,22
principal,adjective,A2,Can you explain the principal reason for this change?,86
elective,adjective,B2,"The decision about which subject to study was an elective one, chosen by the student.",156
understanding,adjective,B2,This issue is being met with increasing understanding.,144
bread,noun,A1,It isn't white bread.,3
stepmother,noun,B2,My stepmother brought me up with great care after my mother passed away.,149
bishop,noun,B1,The king moved his bishop across the board.,122
moment,noun,A1,Where is the book at this moment?,20
opera,noun,A1,There are no operas on TV.,40
ecological,adjective,B1,My old school had an ecological garden.,122
qualify,verb,B1,He didn't qualify for the team last year.,123
reverse,verb,B2,"If the weather didn't reverse its trend, we would have to cancel the picnic.",139
nobility,noun,B2,She advocates for upholding the nobility of the legal profession.,170
somewhere,adverb,A2,We might go somewhere nice for dinner.,99
garage,noun,A2,"You must park the car in the garage, mustn't you?",95
brush,noun,A1,This isn't a small brush.,6
cultish,adjective,C2,His followers had a cultish devotion to him.,154
giggle,noun,B1,I heard a giggle that sounded like my little sister.,175
remedy,noun,B1,This new medicine is a remedy that can help many people.,175
simplify,verb,B1,The task wasn't to simplify the instructions.,134
pie,noun,B1,She dreamt of a big apple pie.,126
fascination,noun,B2,The deep fascination with ancient history is often sparked by museums.,156
spread,noun,A2,We must stop the spread of pollution.,90
long-distance,adjective,B2,We sent a long-distance runner a telegram to congratulate them.,148
welcome,adjective,B1,Your visit was most welcome yesterday.,127
themselves,pronoun,A2,They cannot see themselves clearly in the mirror.,85
waist,noun,B2,The dress can be taken in at the waist.,147
sensation,noun,B1,The whole crowd felt a strange sensation when the singer suddenly stopped.,124
ornamental,adjective,C1,"That intricate ironwork on the gate is purely ornamental, isn't it?",138
reach,noun,B1,Did you get to the house before the reach of the storm?,133
explosive,noun,B2,The bomb squad wasn't allowed to touch the unstable explosive.,142
ordain,verb,C2,The council considers ordaining new rules.,169
dismay,noun,C1,The architect felt a growing dismay as she realized the most significant part of the design was the least feasible.,107
later,adjective,B2,Do you have any later trains departing today?,172
change,verb,A1,She will change me.,46
professionalism,noun,C1,Exceptional customer service is consistently demonstrated through their unwavering professionalism.,156
reclusive,adjective,C2,The artist has been reclusive since his last exhibition.,160
subsidize,verb,C2,The government will subsidize new businesses next year.,146
near,adverb,B1,We would often walk near the park when we were children.,178
promote,verb,B1,The manager didn't promote her for the new role last month.,132
sticky,adjective,B1,My friend said that the jam was too sticky to spread.,174
conduct,noun,B1,Their conduct during the meeting woke everyone up.,128
witty,adjective,B2,Some of the guests at the party made particularly witty remarks.,171
demand,noun,B1,The market saw a high demand for these items last week.,119
learn,verb,A1,I learn in a small school.,35
bless,verb,B1,The kind old woman blessed them before they left.,125
extracurricular,adjective,C2,The students have already flown through their academic work and are now focusing on their extracurricular activities.,155
ruin,noun,B1,The strong winds blew the old ruin down.,130
occasion,verb,B1,The celebration occasioned much happiness.,128
cynically,adverb,C1,"Let him suggest a solution, though I cynically doubt it will be implemented.",47
everybody,pronoun,A1,Everybody ate a little cake.,33
unrealistic,adjective,B2,The expectation that he could finish the project in just one day was completely unrealistic.,154
formation,noun,B2,The ancient rock formation had been carved by wind and rain over centuries.,152
coziness/cosiness,noun,B2,We all strive to create a sense of coziness in our homes.,168
unfriendly,adjective,B1,The man acted quite unfriendly yesterday.,121
precise,adjective,A2,The artist needs a precise pencil for his drawing.,94
pentagon,noun,B2,The team had broken into a defensive pentagon formation.,154
unfeasibly,adverb,C2,The project was unfeasibly delayed by unforeseen circumstances.,154
singular,noun,A2,This new job will be a singular opportunity for me.,78
supernatural,adjective,B2,The ancient tales often spoke of supernatural creatures that roamed the hidden forests.,153
dynasty,noun,B1,The ancient Chinese empire had a very long dynasty.,122
flutter,noun,B2,The butterfly's delicate flutter was allowed to grace the garden.,142
voice,noun,A2,Can you hear my voice?,86
storage,noun,B1,She **ran** the extra boxes to the garage **storage** area.,124
discuss,verb,A1,We can discuss the book.,19
frankly,adverb,B2,"Frankly, some of the students seemed a bit confused by the instructions.",171
process,verb,B2,We need to process these documents carefully.,148
riddle,verb,B1,He thought he had riddled out the puzzle's solution.,118
shake,verb,B1,She shook his hand warmly after the meeting.,125
pupil,noun,B1,The pupil didn't understand the instructions.,132
bye,noun,A1,Who is that? That's a bye.,9
cautious,adjective,B1,She was always cautious when crossing the busy street.,115
sparkling,adjective,B2,She will be allowed to wear the sparkling necklace to the party.,142
boy,noun,A1,I've got a boy.,10
combination,noun,B1,We dreamt of a secret combination to unlock the treasure chest.,126
crucial,adjective,B2,"I have just finished the project, and completing this last task is crucial.",160
tasty,adjective,B1,She grew tasty tomatoes in her garden.,130
untangled,adjective,C1,Who was untangled from the thorny problem?,137
contribute,verb,B1,She contributed to the group project last week.,123
chest,noun,A2,He is touching his chest.,75
leaf,noun,A1,Where does the leaf fall?,61
queue,verb,B2,I've never had to queue for so long before.,161
innovate,verb,C1,What color is the strategy that allows them to innovate?,22
rib,noun,B2,Have you ever broken a rib?,162
firmness,noun,B2,She appreciates the firmness of his decisions.,170
posh,adjective,B2,Have you seen any posh restaurants around here?,172
confidently,adverb,B2,"She confidently gave her presentation, having practiced it until she spoke fluently.",154
topographical,adjective,C2,The explorers must have studied the topographical maps carefully before their expedition.,177
lend,verb,A2,He will kindly lend me his book.,111
sorry,adjective,A1,This is a student. The student is sorry.,19
beautify,verb,B2,We will be able to beautify the community garden with more flowers.,141
again,adverb,A1,He eats pizza again.,57
philanthropist,noun,C2,Has the local community attracted any wealthy philanthropist to support the new hospital wing?,172
enthusiast,noun,B1,"She was a keen gardener, a real nature enthusiast.",123
burst,noun,C1,You may not cause a burst of laughter during the solemn ceremony.,97
outdoors,adverb,B1,We slept outdoors last night.,120
waiter,noun,A1,I am the waiter.,68
improvement,noun,B1,He spoke about the improvement in his test scores.,128
dissolve,verb,B1,The old club members decided to dissolve their group last year.,123
page,noun,A1,Whose page is this?,21
tolerate,verb,B2,She had to tolerate his constant complaining.,151
storm,noun,A2,What will happen after the storm?,81
item,noun,A1,Put the item here.,43
conceive,verb,B2,"You've conceived of a brilliant plan, haven't you?",165
remonstrate,vern,C2,The parents remonstrated their child for misbehaving.,152
affectionately,adverb,B2,The dog wagged its tail affectionately when its owner spoke its name.,154
moonlight,noun,B2,The song was sung under the pale moonlight.,152
damply,adverb,C1,"The cat's fur, pressed damply against the car window, was the worst he had ever felt.",108
cushion,noun,B1,What color was the cushion on the old armchair?,135
lawn,noun,B2,"You've mowed the lawn this week, haven't you?",165
approach,noun,B1,Their approach to solving the problem was quite clever.,121
geology,noun,B1,The professor who teaches geology is very knowledgeable.,175
wear,verb,A1,How many hats do you wear?,56
influenza,noun,B2,The entire team wasn't able to come to work yesterday due to a bad bout of influenza.,141
dental,adjective,B2,My teeth were checked and cleaned during the regular dental appointment.,154
turn,noun,A1,There isn't a turn to the left.,37
prepare,verb,A2,I can prepare dinner.,84
utter,verb,B2,What secrets did you utter in your sleep?,163
fluency,noun,B2,She admits improving her language fluency took dedication.,169
manicure,verb,C1,Have you ever had your nails manicured professionally?,162
solvent,noun,B2,I wish the company had found a solvent buyer before it went bankrupt.,179
generous,adjective,B1,My neighbour always shared his garden vegetables because he was very generous.,114
ice skating,noun,B1,She loved ice skating when she was younger.,135
point,noun,A1,What point do you want to make?,53
ancient,adjective,A2,"This temple is ancient, but that one is even more ancient.",106
fly,noun,A1,Let's not swat that fly.,48
trio,noun,B2,The popular song was performed by a talented trio.,156
tissue,noun,B1,She carefully dabbed her eyes with a soft tissue.,114
paper,noun,A1,Let me give you the paper.,47
consultant,noun,B2,We sought a consultant who had fought many similar battles.,149
scenario,noun,C1,"In the worst-case scenario, the company might have to declare bankruptcy.",35
remote,adjective,A2,This village is more remote than the town.,107
stop,noun,A1,a stop of the bus,42
quit,adjective,B2,He had a quit attitude about finishing the difficult task.,148
was,be-verb,A1,The book was in the bag.,35
best,adverb,A1,How much water do you drink best?,34
delight,noun,B1,The music brought us great delight yesterday.,115
exhilarate,verb,C1,What does the thrill of discovery do to a scientist? It can exhilarate them.,51
lawyer,noun,A2,"The client must speak to the lawyer, mustn't they?",95
pride,noun,A2,"When she wins, she will feel great pride.",103
learning,noun,B2,There was no learning happening in that chaotic classroom.,173
birthplace,noun,B2,The city's rich history can be traced back to its birthplace.,147
timeless,adjective,B2,The story of Romeo and Juliet is a timeless tragedy.,148
show,noun,A2,May I have a show of hands for who wants pizza?,98
elaboration,noun,C1,Whose detailed elaboration of the project's future prospects do you find most compelling?,55
indiscrete,adjective,C2,She has never made an indiscrete remark at work.,161
ashamed,adjective,B1,I felt ashamed when I broke the vase.,120
launch,verb,B1,"The company launched a new product last year, didn't they?",138
extreme,adjective,B1,It's extreme to go outside without a coat in winter.,182
price,verb,B2,What has the rising demand for artisanal coffee priced on local cafes?,163
pence,noun,A2,"You can pay for this with a few pence, can't you?",89
prurient,adjective,C2,There were no prurient interests in the children's reading material.,173
elaborate,verb,C1,Are there any plans to elaborate on the proposed changes?,41
association,noun,A2,The association isn't as strong as it used to be.,110
marginal,adjective,C1,The researcher's contribution to the study proved to be marginal.,58
loud,adverb,B1,The music played so loud we couldn't talk.,121
living room,noun,A1,How many chairs are in the living room?,31
throw,verb,A2,I can't throw a ball as far as my friend can.,110
fear,noun,A2,What can we do about our fear?,87
largely,adverb,B1,The building was largely built of wood.,131
otherwise,adverb,B1,"You locked the door last night, otherwise it would have been open.",127
synthetically,adverb,C1,"Whose artworks does the gallery owner display so prominently, even though they are synthetically produced?",62
constraint,noun,C1,Don't express your dissent without considering the ethical constraint.,44
sitting room,noun,A2,We will have tea in the sitting room later.,81
secondary school,noun,B1,Where did you learn to play the guitar? - I learned it in secondary school.,135
alleviate,verb,C1,"On the coast, new initiatives aim to alleviate the impact of rising sea levels.",35
sedately,adverb,C1,What will the elderly couple do this evening? They will walk sedately through the park.,81
little,pronoun,B1,She carried her little away from the noisy room.,114
statesman,noun,B2,Where are the statues of the great statesman found?,159
unique,adjective,B1,The artist's style was so unique that his paintings grew in value.,130
correlate,noun,C2,The supposed correlate wasn't found.,157
unaware,adjective,B2,He was unaware of the danger he had met.,153
estate,noun,B2,The entire estate has been carefully surveyed.,166
graph,noun,B1,Yesterday he drew a complicated graph.,125
creation,noun,B2,The artist proudly displayed her latest creation.,164
straighten,verb,B2,The picture on the wall has just been straightened.,166
convince,verb,B1,I tried to convince him to stay a little longer.,180
tobacco,noun,B1,He bought some cheap tobacco yesterday.,121
washing machine,noun,A2,"In case the washing machine breaks, we will need to go to the laundromat.",104
surprise,verb,B1,The sudden noise surprised her.,128
clause,noun,B2,I have never been asked to explain a specific legal clause before.,161
conduit,noun,C2,Is there any legal conduit for reporting these issues?,172
lucky,adjective,A1,Whose cat is it? It's a lucky cat.,21
tendency,noun,B1,He had a tendency to forget his keys when he left the house.,125
archaeologist/archeologist,noun,B2,"If she were an archaeologist, she would be thrilled to discover ancient pottery.",139
hiking,noun,A2,What can we do in the mountains? We can go hiking.,87
group,verb,B1,The teacher explained that the students would group together for the project.,174
notwithstanding,preposition,C1,"Notwithstanding a few suggestions, the committee approved the majority of the proposals.",32
pin,verb,B1,She pinned the notice to the board.,114
execution,noun,B2,The team will have to consider the smooth execution of the plan.,140
elitist,noun,C1,Who openly dismisses popular opinions as mere noise? The elitist.,63
symbol,noun,A2,May I use this drawing as a symbol?,98
elegant,adjective,B2,Some of the proposals were quite elegant.,171
handout,noun,B2,There is a useful handout on the noticeboard.,36
soft drink,noun,A2,Will you buy a soft drink for me?,80
lavatory,noun,C1,I am currently heading towards the lavatory.,70
diminish,verb,C2,The hope we once had began to diminish.,149
programming,noun,B2,His early interest in programming meant he spent hours learning new languages.,153
breed,verb,B1,Our ancestors did not breed animals carelessly.,119
goose,noun,C1,We often see a lone goose by the river on our walks.,52
officially,adverb,B1,"They haven't officially launched the new product yet, have they?",138
myself,pronoun,A2,I am making myself a cup of tea.,75
sweater,noun,A2,"After I buy the new sweater, I will wear it to the party.",105
cheerful,adjective,B1,Did she seem cheerful at the party?,133
yard,noun,A1,It's a big yard.,2
unoccupied,adjective,C1,There was surprisingly little unoccupied space in the vast convention hall.,33
operation,noun,B1,He was a doctor before his big operation.,123
hunt,verb,B1,We will hunt for a new apartment next weekend.,180
elevation,noun,C1,We mustn't disturb the wildlife's natural elevation.,91
rocket,noun,B2,The rocket must be transported to the launchpad by a special vehicle.,147
depression,noun,B1,The economic depression lasted many years.,127
jeans,noun,A1,Whose pants are blue? My jeans.,64
incentive,noun,B2,A bonus is offered as an incentive for good performance.,144
burgeoning,adjective,C2,She enjoys watching the burgeoning field of artificial intelligence develop.,170
partnership,noun,B2,Our successful business **partnership** has meant significant growth for both companies.,153
both,determiner,A1,What have you got? - I've got both apples.,13
effort,noun,A2,Will this require much effort?,80
pond,noun,B1,We found a frog near the pond.,121
in,adverb,A2,Are they cooking dinner in?,74
turtle,noun,B1,Who was slow? The turtle was.,137
explain,verb,A2,Can you explain this to me?,86
brown,noun,A2,He is painting the wall brown now.,71
glare,noun,B2,The anger in his eyes was evident in the harsh glare.,155
comprehension,noun,B2,What aspects of the lecture have been causing you difficulty with comprehension?,163
center/centre,noun,A2,Must I go to the town center?,92
final,noun,A2,The hardest part of the race was the final.,107
tragic,adjective,B1,That was a tragic accident we saw last week.,119
more,pronoun,A1,"There are no apples, but there are more over there.",40
remain,verb,A2,We remain friends at the moment.,72
hanging,adjective,B1,The *hanging* plant in the corner looked sad.,114
call,verb,A2,Can you call my mother tomorrow?,86
straight,adverb,A1,It isn't a straight line.,3
science fiction,noun,B1,He thought science fiction always felt a bit unrealistic.,120
unlucky,adjective,B1,"I dreamt of winning the lottery, but I was too unlucky.",126
attentively,adverb,B2,The teacher's instructions were not followed attentively.,157
buffer,noun,C1,Who can provide a temporary buffer for our project's delayed shipment?,88
low,adverb,A2,I managed to keep my voice low myself.,101
pen,noun,A1,I've got a pen.,10
side,noun,A1,one side - two sides,27
loan,noun,B2,The money for the loan will be approved by the bank tomorrow.,146
hit,verb,A2,The new song already hit the top of the charts faster than the last one.,109
marine,adjective,B1,The diver saw a rare marine creature yesterday.,124
speak,verb,A1,Where does he speak English?,61
refurbishment,noun,C1,"In case the refurbishment of the theatre is completed by next month, we can schedule the premiere.",104
astringent,noun,C2,She tried avoiding the astringent.,169
game,noun,A1,Let's not play this game.,48
reckon,verb,B2,I reckon she's already arrived.,164
damaged,adjective,B1,The old bicycle looked damaged.,121
entitle,verb,B2,I wish the extra training would entitle me to a higher salary.,179
eyesight,noun,B1,My grandmother's eyesight worsened over the years.,115
getaway,noun,B2,"If they hadn't planned a perfect getaway, they wouldn't be enjoying the beach right now.",139
delay,noun,A2,There will be a delay in our travel plans.,78
southwest,adjective,B1,The southwest wind blew strong yesterday.,136
rattle,noun,B2,I've never heard such a loud rattle from an old car before.,161
tattoo,noun,B2,Her new tattoo has grown a little since she first got it.,155
route,noun,B2,We had the delivery truck find a new route because of road closures.,181
challenge,verb,B2,The old system will be challenged by new technology.,147
web page,noun,A2,You may find the information on this web page.,99
invent,verb,A2,"If you don't invent a new idea, we will not win the competition.",102
check-in desk/check-in,noun,B1,We used to queue for ages at the check-in desk when we travelled by plane.,178
key,adjective,A1,We are the key people.,67
tile,noun,B1,She painted a beautiful picture on the ceramic tile last week.,119
ethically,adverb,C1,The company treats its employees ethically.,46
arcanely,adverb,C2,He will arcanely be able to understand the ancient texts.,141
rock,noun,A2,I can lift that rock.,84
overtime,noun,B2,"With some overtime, he might be able to finish the report by Friday.",141
either,adverb,A1,Don't go there either.,44
crossly,adverb,B2,The important instructions were crossly ignored by the new employee.,156
sixty,number,A1,Has he got sixty apples?,17
plume,noun,C2,The phoenix's fiery plume hung in the air.,152
inside,adjective,B2,Have you ever eaten at that new restaurant with the inside garden?,162
station,noun,A1,How many buses stop at the station?,31
meticulously,adverb,C2,She decided to meticulously plan every detail of the event.,167
extravagance,noun,C1,He's unlikely to be able to afford such extravagance for much longer.,141
agenda,noun,B1,The committee used to discuss a very long agenda at their meetings.,178
essayist,noun,B2,The aspiring essayist will have to hone their critical thinking skills.,140
atomic,adjective,B1,"He didn't know anything about the atomic bomb, did he?",138
cosmic,adjective,C2,The young artist brought his cosmic dreams to life with bright colors.,149
catalyst,noun,B2,The new funding became a catalyst for having the research project completed ahead of schedule.,181
double,adjective,A2,We must get a double portion of cake.,90
start,noun,A1,Is it the start of the game?,4
academy,noun,B1,She attended the music academy last year.,115
shoulder,noun,A1,Don't touch my shoulder.,44
revere,verb,C1,How much respect do the villagers revere for their ancient traditions?,34
tangled,adjective,C1,One tangled vine had become two tangled vines by morning.,25
devotee,noun,C1,"If he had been a true devotee of the ancient art, he would have understood the significance of the ritual.",176
nap,noun,B1,The cat which is sleeping on the sofa is taking a long nap.,175
earring,noun,A2,I can't find my earring.,85
Christian,adjective,B1,The Christian community organized a food drive for the homeless.,114
bat,noun,A1,She gives me the bat.,46
evokingly,adverb,C2,Was that photograph taken evokingly?,158
grade,verb,B2,Some students will grade their own essays as practice.,171
valuable,adjective,B1,The antique vase cost valuable money at the auction.,116
bathhouse,noun,B2,We will have to visit the bathhouse tomorrow.,140
shadow,verb,B1,The long day began to shadow the quiet town that stood beside the forest.,175
imperceptible,adjective,C2,The tiny scratch was imperceptible after the car was polished.,155
killing,noun,B1,The long wait for the bus felt like a killing.,180
disdain,noun,C1,"Her early efforts were met with disdain from the established critics, but she persevered.",125
pH,noun,B2,The ideal pH for the plant wasn't reached by the fertilizer.,157
opposite,adjective,A2,The building on the opposite side of the street is very tall.,75
elaborate,adjective,C1,The eighth applicant presented an elaborate proposal.,113
parrot,noun,B1,My uncle bought a colorful parrot last week.,117
reverb,noun,C2,The deep bass note had a long reverb.,155
document,noun,B1,She filed the important document yesterday.,125
rebuke,noun,C2,"The player's outburst, a stern rebuke, had to be addressed by the coach.",147
neighboring/neighbouring,adjective,B2,There are no neighboring villages with a post office.,173
escape,verb,B1,The prisoner's plan to escape was thwarted.,126
unexceptionally,adverb,C2,She will unexceptionally have to finish the report by Friday.,140
hut,noun,B1,The lost hikers found a small hut and spoke with the old man inside.,128
reserve,verb,B1,She reserved a table at the restaurant.,136
round,verb,B2,We've been allowed to round up the sheep for the night.,142
furor/furore,noun,B2,The company will have to address the furor caused by their new policy.,140
fast,adverb,A1,Have you got a fast car?,12
stagger,verb,C1,A carton of eggs could barely stagger across the counter before tumbling to the floor.,42
unusually,adverb,B1,The price of the rare antique unexpectedly cost unusually high.,116
bothered,adjective,B2,He wasn't bothered by the noise as he had his windows double-glazed.,181
enclose,verb,B1,Please enclose the documents in the envelope.,180
gravitational,adjective,C2,Have you studied the gravitational pull of the moon?,162
popular,adjective,A2,We must visit that popular shop.,90
comfort,noun,B1,"You brought me a blanket for comfort, didn't you?",138
eccentric,adjective,C1,"She hasn't got an ounce of conventionality about her, living with such eccentric habits.",11
paw,noun,B2,My cat's paw was gently bandaged by the vet.,145
removed,adjective,C1,Is this the removed part of the machinery?,7
since,conjunction,B1,I dreamt of becoming a chef since I was a child.,126
twin,noun,B1,It's amazing to see the identical twin sisters.,182
thunderous,adjective,B1,The audience gave a thunderous applause when the band came on stage.,120
and,conjunction,A1,"What have you got, a book and a pencil?",13
conversion,noun,B2,The website's traffic must have seen a significant increase following the recent advertising campaign's successful conversion.,177
roar,verb,B2,"The crowd will roar when their team scores the winning goal, won't they?",165
supper,noun,A2,We are having supper together tonight.,72
infallibly,adverb,C2,We will have to infallibly achieve our goal.,140
description,noun,A2,"She will give a good description, won't she?",83
unless,conjunction,B1,I wasn't going to tell her I had a twin unless she asked.,122
agricultural,adjective,B1,"The farmer, who manages a large agricultural estate, is implementing new sustainable practices.",175
engulf,verb,B2,I have never been so completely engulfed by a story.,161
rank,noun,B1,Who was at the bottom rank?,137
row,noun,A1,Has the boat got a row?,17
cast,noun,B2,The actor's past performance was so compelling that a shadow became a memorable cast.,155
fasten,verb,B1,I fastened my seatbelt before the plane took off.,129
win,noun,B2,The team celebrated their hard-fought win.,151
illustration,noun,B2,A clear illustration of this principle is often seen in art galleries.,144
unbeatable,adjective,B2,They seem to have agreed to offer an unbeatable price for the product.,167
plus,noun,B2,"The package can be delivered tomorrow, plus a small handling fee.",147
impressionistic,adjective,C2,His painting style was impressionistic.,159
importantly,adverb,A2,"Importantly, we will visit the museum next week.",81
tease,noun,B1,His little tease about her new haircut made her laugh.,180
remarkably,adverb,B2,"You've seen this movie before, haven't you? It was remarkably well-acted.",165
bun,noun,B2,I'm getting my hair styled into a neat bun for the party.,181
deaden,verb,C2,The loud music must be trying to deaden the sound of the sirens.,177
tight,adjective,A1,He hasn't got a tight grip.,15
overlay,verb,C2,When is a protective film overlayed? - Before the screen is scratched.,159
kingdom,noun,A2,The queen can rule the whole kingdom.,84
pebble,noun,B2,"I picked up a smooth, grey pebble.",143
first lady,noun,B1,"The first lady visited the children's hospital last Tuesday, didn't she?",138
technology,noun,A1,There is no technology here.,40
hook,verb,B2,The fisherman has just hooked a big one.,160
microscopy,noun,B2,The samples of tissue are examined using microscopy.,159
trap,noun,A2,"This old house has a trapdoor, doesn't it?",95
web,noun,A2,A spider can build its web in a corner.,99
before,preposition,A1,He hasn't got milk before breakfast.,15
faraway,adjective,B1,I dreamt of a faraway land I once visited.,124
badge,noun,B2,He will soon be able to wear his new police badge.,141
possessive,adjective,B1,He grew very possessive of his new toy.,130
upside down,adverb,B2,The poster can be hung upside down.,147
accommodation,noun,B2,We will have to find new accommodation before the end of the month.,140
sentiment,noun,C1,That sentiment meant a great deal to him.,153
second,adjective,A1,I don't have a second pen.,11
praise,noun,B1,She felt such praise for the song he sang.,124
contractor,noun,C1,Are there any contractors available to bid on this project?,41
next,pronoun,B2,Your turn will be announced next.,146
hay,noun,B2,The farmer has swung the scythe to cut the hay.,152
sphere,noun,B1,She didn't have much influence in that particular sphere.,132
bookcase,noun,A2,"You're putting books on the bookcase, aren't you?",77
someplace,adverb,B1,I think I left my keys someplace.,180
lurid,adjective,C2,The tabloid headlines were lurid and shocking.,148
react,verb,B1,She was surprised and didn't react at all.,122
politician,noun,B1,The politician who spoke at the rally promised to improve public transport.,175
communicative,adjective,B2,He has become more communicative as he gets older.,141
lost,adjective,A2,"When the game is lost, we will be sad.",103
stock,verb,C1,Who stocks the shelves with fresh produce every morning?,63
carton,noun,B1,The delivery man dropped the milk carton.,117
art,noun,A1,"I see one art exhibition, and many art exhibitions.",30
alright,adjective,A2,"This exam was alright, but the last one was much more difficult.",109
point of view,noun,B2,The movie's success was seen from many a different point of view.,151
guilty,adjective,B1,"He didn't look guilty, did he?",138
articulate,adjective,C2,She hasn't found an articulate way to express her feelings yet.,161
amorphously,adverb,C2,"She continued speaking amorphously, without a clear point.",170
alphabet,noun,B1,She had learned the whole alphabet by the time she was six.,122
bilingual,adjective,B1,My aunt grew up in a bilingual environment.,121
whichever,pronoun,B2,"You've tried both routes to the city centre, haven't you? - Yes, I've taken whichever was less crowded.",165
bolt,verb,B2,What did you do when the dog suddenly bolted?,163
elbow,noun,B1,My elbow hurt after I fell.,131
insular,adjective,C2,We are not allowed to join their insular community.,142
every,determiner,A1,Is it a toy for every child?,4
gum,noun,B2,This chewing gum can be disposed of in the bin.,147
countless,adjective,B1,Who was responsible for countless achievements?,137
acrobatics,noun,C2,You aren't allowed to try those difficult acrobatics without supervision.,142
breeding,noun,B1,My grandfather used to be very interested in dog breeding.,178
phantom,noun,C2,A phantom limb pain is not imagined.,157
short-term,adjective,B2,We won't be able to see the real benefits of this policy in the short-term.,141
prior,adjective,B2,You won't be allowed to enter without prior authorization.,142
bright,adjective,A1,Does the sun look bright today?,50
chat,verb,A2,May I chat with you for a moment?,98
her,pronoun,A1,What does she like about her cat?,51
wizard,adjective,B1,She claimed she had a wizard solution to the problem.,174
nucleus,noun,B1,It's crucial to understand the cell's nucleus.,182
timidity,noun,C2,His timidity meant a postponed proposal.,143
protect,verb,B1,They protected the fragile flowers from the strong wind.,121
ephemera,noun,C2,What sort of things have you collected? - Mostly just old ticket stubs and other ephemera.,163
parent,noun,A1,How much help does one parent have?,34
distinctly,adverb,B1,I distinctly heard the bell ring earlier today.,128
clam,noun,B2,My grandfather found a giant clam on the beach.,164
hopefully,adverb,B1,They hopefully sang a song at the party.,124
recall,noun,C1,What shade of blue do you recall the ocean being at sunset?,22
panoramic,adjective,C1,"We **saw** a breathtaking, panoramic view of the valley.",116
record,noun,B1,"You didn't break the speed record, did you?",138
fate,noun,B2,We are allowed to believe our fate can be changed.,142
order,noun,A1,One order has arrived.,24
popularize/popularise,verb,B2,They haven't managed to popularize this new app yet.,161
burden,verb,B2,The weight of his responsibilities has burdened him for years.,151
surely,adverb,B1,They surely ate the whole cake.,129
secondary,adjective,B2,"My primary concern is the main project, but I'm also attending to a secondary issue that arose this morning.",164
wonder,verb,A2,I wonder what we must do next.,93
uncontrollable,adjective,B1,"He tried to pull himself together, but the laughter was uncontrollable.",180
decay,verb,B2,A neglected orchard showed the fruit beginning to decay on the branches.,143
suit,verb,A2,You must suit your actions to your words.,90
ton,noun,B2,Have you ever eaten a ton of pasta?,162
outside,noun,B2,She dreams of living in the outside.,170
unobtrusively,adverb,C2,"If she hadn't been watching so attentively, she would have missed the subtle details, but she observed them unobtrusively.",139
